Map Name,Density %,Agent #,CBS Sum Of Cost,SIPP Sum Of Cost,CBS Makespan,SIPP Makespan,CBS Time,SIPP Time
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex15.yaml,18.75,7,52,56,12,13,0.1715235710144043,0.019947528839111328
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex19.yaml,18.75,7,56,63,14,21,0.020922422409057617,0.020965576171875
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex2.yaml,18.75,7,50,52,10,11,0.030918121337890625,0.019928693771362305
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex20.yaml,18.75,7,47,48,9,9,0.007978677749633789,0.018948793411254883
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex21.yaml,18.75,7,39,39,8,8,0.018948793411254883,0.015938282012939453
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex22.yaml,18.75,7,43,46,8,13,0.1625652313232422,0.017952442169189453
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex25.yaml,18.75,7,43,46,10,9,0.11768674850463867,0.022938966751098633
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex26.yaml,18.75,7,50,49,9,9,0.36362671852111816,0.02293872833251953
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex27.yaml,18.75,7,51,53,12,13,0.0059850215911865234,0.01795196533203125
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex28.yaml,18.75,7,62,61,15,14,0.6582269668579102,0.020944595336914062
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex29.yaml,18.75,7,43,40,12,8,0.30823493003845215,0.018950223922729492
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex3.yaml,18.75,7,49,51,10,12,0.029920101165771484,0.01992654800415039
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex30.yaml,18.75,7,56,58,16,16,10.941725015640259,0.02293848991394043
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex31.yaml,18.75,7,63,64,16,16,0.7190649509429932,0.022943735122680664
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex32.yaml,18.75,7,54,64,11,23,10.600115537643433,0.02094435691833496
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex33.yaml,18.75,7,40,42,8,8,0.02391338348388672,0.020946264266967773
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex35.yaml,18.75,7,49,49,10,10,0.9264395236968994,0.021940946578979492
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex36.yaml,18.75,7,67,70,15,14,11.43330454826355,0.027925968170166016
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex38.yaml,18.75,7,45,46,9,9,1.7188093662261963,0.017952442169189453
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex39.yaml,18.75,7,38,37,11,10,0.23900222778320312,0.0169527530670166
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex4.yaml,18.75,7,58,56,13,13,0.1431279182434082,0.02391672134399414
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex41.yaml,18.75,7,48,47,10,10,4.001661062240601,0.01994800567626953
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex43.yaml,18.75,7,57,53,12,12,7.499911546707153,0.021941184997558594
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex44.yaml,18.75,7,55,56,14,15,0.11469554901123047,0.02094435691833496
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex45.yaml,18.75,7,62,60,14,14,0.9635858535766602,0.022919416427612305
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex47.yaml,18.75,7,45,45,11,11,0.08078360557556152,0.018929719924926758
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex48.yaml,18.75,7,55,55,14,12,0.2453458309173584,0.024932384490966797
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex49.yaml,18.75,7,43,43,10,10,0.07482123374938965,0.01795172691345215
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex5.yaml,18.75,7,55,57,11,12,0.22142934799194336,0.023915767669677734
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex50.yaml,18.75,7,60,58,15,16,9.54919147491455,0.019949674606323242
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex52.yaml,18.75,7,28,28,5,5,0.0009984970092773438,0.012945413589477539
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex53.yaml,18.75,7,41,41,13,13,0.012966156005859375,0.01496124267578125
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex54.yaml,18.75,7,47,48,10,10,0.06859326362609863,0.021938085556030273
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex56.yaml,18.75,7,62,61,18,19,1.1922650337219238,0.02992105484008789
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex58.yaml,18.75,7,45,44,15,13,0.5939264297485352,0.021945476531982422
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex59.yaml,18.75,7,53,54,10,10,0.19334626197814941,0.021960973739624023
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex6.yaml,18.75,7,37,38,10,10,0.020111799240112305,0.015958309173583984
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex60.yaml,18.75,7,44,44,13,13,0.015935182571411133,0.01593327522277832
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex62.yaml,18.75,7,46,44,12,12,0.1612260341644287,0.019947052001953125
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex69.yaml,18.75,7,60,60,14,14,0.345081090927124,0.019947052001953125
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex70.yaml,18.75,7,39,41,8,9,0.031889915466308594,0.019946813583374023
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex71.yaml,18.75,7,58,57,13,12,0.38254261016845703,0.0259096622467041
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex73.yaml,18.75,7,51,53,11,11,0.5084621906280518,0.021961212158203125
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex74.yaml,18.75,7,60,62,15,14,0.43942832946777344,0.028903484344482422
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex75.yaml,18.75,7,59,62,12,12,1.8256659507751465,0.023916244506835938
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex76.yaml,18.75,7,39,39,8,8,0.0019953250885009766,0.018965959548950195
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex77.yaml,18.75,7,46,46,10,10,0.30374741554260254,0.0219419002532959
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex78.yaml,18.75,7,40,43,8,8,0.02695012092590332,0.01890254020690918
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex79.yaml,18.75,7,42,42,11,11,0.01593613624572754,0.01795053482055664
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex8.yaml,18.75,7,32,34,9,9,0.016955137252807617,0.014940977096557617
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex80.yaml,18.75,7,47,48,11,11,0.08475255966186523,0.022938966751098633
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex83.yaml,18.75,7,60,81,12,18,0.13067126274108887,0.02989983558654785
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex84.yaml,18.75,7,48,50,9,10,0.01493978500366211,0.020943641662597656
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex85.yaml,18.75,7,51,51,15,15,0.31914615631103516,0.02692890167236328
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex86.yaml,18.75,7,55,50,15,12,1.4109456539154053,0.026928424835205078
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex87.yaml,18.75,7,53,51,16,17,4.5173118114471436,0.01795220375061035
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex88.yaml,18.75,7,40,40,13,13,0.012966632843017578,0.01741647720336914
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex89.yaml,18.75,7,60,70,11,16,4.208814859390259,0.021921873092651367
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex9.yaml,18.75,7,41,43,12,12,0.05385732650756836,0.01595759391784668
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex90.yaml,18.75,7,41,37,8,8,1.2694804668426514,0.018949031829833984
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex91.yaml,18.75,7,37,36,9,10,0.09073662757873535,0.01695418357849121
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex92.yaml,18.75,7,67,68,13,13,0.3061847686767578,0.026453733444213867
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex94.yaml,18.75,7,44,45,10,10,0.01894974708557129,0.01795482635498047
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex95.yaml,18.75,7,44,44,10,10,0.055831193923950195,0.022974252700805664
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex96.yaml,18.75,7,52,58,10,14,0.9418518543243408,0.024933815002441406
.\benchmark\8x8_obst12\map_8by8_obst12_agents7_ex97.yaml,18.75,7,49,50,10,11,0.03887629508972168,0.02494025230407715
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex10.yaml,18.75,8,67,64,16,16,14.165555715560913,0.0279233455657959
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex15.yaml,18.75,8,37,34,10,10,0.2420790195465088,0.023936748504638672
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex16.yaml,18.75,8,60,61,12,12,0.05884361267089844,0.03490614891052246
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex17.yaml,18.75,8,68,77,14,14,0.0578460693359375,0.04188895225524902
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex18.yaml,18.75,8,53,53,12,12,0.01695418357849121,0.028921842575073242
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex19.yaml,18.75,8,51,49,15,15,1.7446935176849365,0.0249326229095459
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex22.yaml,18.75,8,55,57,9,9,0.18800687789916992,0.029921293258666992
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex24.yaml,18.75,8,61,61,12,11,0.21701335906982422,0.029923200607299805
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex26.yaml,18.75,8,55,54,14,12,12.935689687728882,0.02692890167236328
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex27.yaml,18.75,8,62,63,10,10,1.1540067195892334,0.028435945510864258
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex28.yaml,18.75,8,58,59,11,11,0.03690290451049805,0.027905941009521484
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex31.yaml,18.75,8,58,60,10,11,0.15261554718017578,0.03044605255126953
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex32.yaml,18.75,8,58,60,14,12,0.44680166244506836,0.03291153907775879
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex33.yaml,18.75,8,41,41,10,10,0.15288424491882324,0.01992344856262207
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex34.yaml,18.75,8,53,49,9,9,0.14262008666992188,0.024933338165283203
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex37.yaml,18.75,8,60,61,11,12,4.571788549423218,0.026928186416625977
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex43.yaml,18.75,8,47,49,11,12,0.034906625747680664,0.023936986923217773
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex44.yaml,18.75,8,56,57,11,11,0.06685805320739746,0.03091883659362793
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex45.yaml,18.75,8,55,57,11,11,0.026745319366455078,0.02692866325378418
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex5.yaml,18.75,8,61,61,13,13,0.17252159118652344,0.026908397674560547
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex50.yaml,18.75,8,62,63,11,11,0.13164925575256348,0.027925491333007812
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex54.yaml,18.75,8,57,59,11,11,0.09375,0.030937910079956055
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex55.yaml,18.75,8,57,57,10,14,3.7064032554626465,0.02391648292541504
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex56.yaml,18.75,8,52,53,11,11,0.17752742767333984,0.027925491333007812
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex57.yaml,18.75,8,67,66,12,12,2.6887738704681396,0.03293251991271973
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex59.yaml,18.75,8,50,50,8,9,0.061835289001464844,0.023935556411743164
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex63.yaml,18.75,8,54,52,13,12,1.6985597610473633,0.020924806594848633
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex65.yaml,18.75,8,49,48,9,10,0.18435335159301758,0.022939443588256836
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex66.yaml,18.75,8,58,54,14,13,2.9970498085021973,0.025934934616088867
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex68.yaml,18.75,8,63,61,15,14,9.955461978912354,0.033104658126831055
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex69.yaml,18.75,8,49,49,10,12,0.5874538421630859,0.026928186416625977
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex7.yaml,18.75,8,69,72,11,13,1.6169884204864502,0.0329129695892334
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex70.yaml,18.75,8,62,63,11,10,2.4693033695220947,0.028902769088745117
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex72.yaml,18.75,8,49,49,8,10,1.8335871696472168,0.02293848991394043
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex73.yaml,18.75,8,47,50,9,10,0.04186844825744629,0.020944595336914062
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex76.yaml,18.75,8,61,58,11,11,1.0463955402374268,0.02393651008605957
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex77.yaml,18.75,8,44,44,10,10,0.02194070816040039,0.01994633674621582
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex8.yaml,18.75,8,58,61,11,11,0.03787875175476074,0.03189420700073242
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex80.yaml,18.75,8,60,67,13,11,8.441802501678467,0.0319063663482666
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex81.yaml,18.75,8,53,50,12,12,7.431619167327881,0.020943403244018555
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex82.yaml,18.75,8,53,55,10,11,0.1406545639038086,0.022941112518310547
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex83.yaml,18.75,8,61,59,11,11,0.6857271194458008,0.027926206588745117
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex84.yaml,18.75,8,49,50,9,9,0.10739970207214355,0.02591085433959961
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex85.yaml,18.75,8,53,56,12,13,0.033889055252075195,0.027112960815429688
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex86.yaml,18.75,8,53,50,13,10,0.6569299697875977,0.027905941009521484
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex88.yaml,18.75,8,47,47,10,10,0.8983209133148193,0.0229184627532959
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex89.yaml,18.75,8,57,57,12,12,0.04686856269836426,0.024914026260375977
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex9.yaml,18.75,8,44,45,8,9,0.07278704643249512,0.020923614501953125
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex90.yaml,18.75,8,62,66,11,13,4.49615478515625,0.02992081642150879
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex91.yaml,18.75,8,67,68,17,14,5.35768461227417,0.032912254333496094
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex93.yaml,18.75,8,53,54,11,11,0.7492904663085938,0.02690887451171875
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex95.yaml,18.75,8,56,53,11,11,0.30545759201049805,0.024933338165283203
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex96.yaml,18.75,8,57,54,13,13,0.4553406238555908,0.030893325805664062
.\benchmark\8x8_obst12\map_8by8_obst12_agents8_ex97.yaml,18.75,8,58,58,11,11,0.26482439041137695,0.026928424835205078
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex0.yaml,18.75,9,67,69,14,12,0.3476743698120117,0.03690147399902344
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex16.yaml,18.75,9,66,69,10,10,0.10569930076599121,0.04089021682739258
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex18.yaml,18.75,9,77,81,14,15,0.5675086975097656,0.04190492630004883
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex2.yaml,18.75,9,73,74,13,14,6.535009145736694,0.0379176139831543
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex23.yaml,18.75,9,59,57,14,12,13.207463502883911,0.028922557830810547
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex27.yaml,18.75,9,57,54,10,10,7.97667384147644,0.030917882919311523
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex29.yaml,18.75,9,41,52,10,16,0.010477542877197266,0.026927947998046875
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex31.yaml,18.75,9,57,58,13,13,0.15511369705200195,0.0319366455078125
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex34.yaml,18.75,9,69,72,12,14,0.991661787033081,0.02993917465209961
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex35.yaml,18.75,9,52,57,9,10,0.003989219665527344,0.033907175064086914
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex38.yaml,18.75,9,43,43,8,8,0.02393651008605957,0.02593088150024414
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex39.yaml,18.75,9,66,67,11,13,14.320292949676514,0.03091740608215332
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex4.yaml,18.75,9,81,83,13,14,2.0252678394317627,0.04188680648803711
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex40.yaml,18.75,9,61,83,11,14,1.4205217361450195,0.04188680648803711
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex44.yaml,18.75,9,61,59,11,11,0.8870646953582764,0.03191542625427246
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex46.yaml,18.75,9,73,74,14,14,3.148090124130249,0.03849053382873535
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex54.yaml,18.75,9,77,80,17,17,0.39891743659973145,0.042885541915893555
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex55.yaml,18.75,9,62,58,11,10,0.6494452953338623,0.02890300750732422
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex59.yaml,18.75,9,59,62,12,12,1.3477518558502197,0.031914710998535156
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex61.yaml,18.75,9,71,79,12,15,0.6592440605163574,0.036881446838378906
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex64.yaml,18.75,9,67,70,11,11,1.2779996395111084,0.03490591049194336
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex65.yaml,18.75,9,74,74,17,17,0.10372400283813477,0.04787302017211914
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex68.yaml,18.75,9,44,43,7,7,0.0867910385131836,0.024933815002441406
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex74.yaml,18.75,9,60,56,10,9,1.805718183517456,0.02993917465209961
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex75.yaml,18.75,9,56,56,9,9,0.17136645317077637,0.032912492752075195
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex76.yaml,18.75,9,73,81,12,14,9.749327898025513,0.037899017333984375
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex78.yaml,18.75,9,69,70,11,14,13.055928468704224,0.03391075134277344
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex81.yaml,18.75,9,73,75,12,13,8.782862186431885,0.038897037506103516
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex86.yaml,18.75,9,59,60,8,10,0.6705389022827148,0.029915809631347656
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex88.yaml,18.75,9,49,46,9,9,1.083219051361084,0.02843332290649414
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex89.yaml,18.75,9,48,44,12,10,0.6163783073425293,0.023936986923217773
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex93.yaml,18.75,9,58,57,11,13,0.3683037757873535,0.0359041690826416
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex94.yaml,18.75,9,80,90,11,13,0.2772350311279297,0.0548548698425293
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex95.yaml,18.75,9,57,59,14,12,0.7539901733398438,0.028943777084350586
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex96.yaml,18.75,9,60,63,12,12,0.2628133296966553,0.028923988342285156
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex97.yaml,18.75,9,60,62,12,12,1.0460455417633057,0.03733968734741211
.\benchmark\8x8_obst12\map_8by8_obst12_agents9_ex99.yaml,18.75,9,64,67,12,12,0.1545872688293457,0.03987479209899902
